year,city,sport,discipline,athlete,NOC,gender,event,event_gender,result,id
2008.0,Beijing,Aquatics,Diving,"GALPERIN, Gleb",RUS,Men,10m platform,M,Bronze,27174
,Beijing,Aquatics,Diving,"MITCHAM, Matthew",AUS,Men,10m platform,M,Gold,27175
,Beijing,Aquatics,Diving,"ZHOU, Luxin",CHN,Men,10m platform,M,Silver,27176
,Beijing,Aquatics,Diving,"WANG, Xin",CHN,Women,10m platform,W,Bronze,27177
2008.0,Beijing,Aquatics,Diving,"CHEN, Ruolin",CHN,Women,10m platform,W,Gold,27178
2008.0,Beijing,Aquatics,Diving,"HEYMANS, Emilie",CAN,Women,10m platform,W,Silver,27179
2008.0,Beijing,Aquatics,Diving,"QIN, Kai",CHN,Men,3m springboard,M,Bronze,27180
2008.0,Beijing,Aquatics,Diving,"HE, Chong",CHN,Men,3m springboard,M,Gold,27181
2008.0,Beijing,Aquatics,Diving,"DESPATIE, Alexandre",CAN,Men,3m springboard,M,Silver,27182
2008.0,Beijing,Aquatics,Diving,"WU, Minxia",CHN,Women,3m springboard,W,Bronze,27183
2008.0,Beijing,Aquatics,Diving,"GUO, Jingjing",CHN,Women,3m springboard,W,Gold,27184
2008.0,Beijing,Aquatics,Diving,"PAKHALINA, Julia",RUS,Women,3m springboard,W,Silver,27185
2008.0,Beijing,Aquatics,Diving,"DOBROSKOK, Dmitriy",RUS,Men,synchronized diving 10m platform,M,Bronze,27186
2008.0,Beijing,Aquatics,Diving,"GALPERIN, Gleb",RUS,Men,synchronized diving 10m platform,M,Bronze,27187
2008.0,Beijing,Aquatics,Diving,"HUO, Liang",CHN,Men,synchronized diving 10m platform,M,Gold,27188
2008.0,Beijing,Aquatics,Diving,"LIN, Yue",CHN,Men,synchronized diving 10m platform,M,Gold,27189
2008.0,Beijing,Aquatics,Diving,"HAUSDING, Patrick",GER,Men,synchronized diving 10m platform,M,Silver,27190
2008.0,Beijing,Aquatics,Diving,"KLEIN, Sascha",GER,Men,synchronized diving 10m platform,M,Silver,27191
2008.0,Beijing,Aquatics,Diving,"ESPINOSA, Paola",MEX,Women,synchronized diving 10m platform,W,Bronze,27192
2008.0,Beijing,Aquatics,Diving,"ORTIZ, Tatiana",MEX,Women,synchronized diving 10m platform,W,Bronze,27193
2008.0,Beijing,Aquatics,Diving,"CHEN, Ruolin",CHN,Women,synchronized diving 10m platform,W,Gold,27194
2008.0,Beijing,Aquatics,Diving,"WANG, Xin",CHN,Women,synchronized diving 10m platform,W,Gold,27195
2008.0,Beijing,Aquatics,Diving,"COLE, Briony",AUS,Women,synchronized diving 10m platform,W,Silver,27196
2008.0,Beijing,Aquatics,Diving,"WU, Melissa",AUS,Women,synchronized diving 10m platform,W,Silver,27197
2008.0,Beijing,Aquatics,Diving,"KVASHA, Illya",UKR,Men,synchronized diving 3m springboard,M,Bronze,27198
2008.0,Beijing,Aquatics,Diving,"PRYGOROV, Oleksiy",UKR,Men,synchronized diving 3m springboard,M,Bronze,27199
2008.0,Beijing,Aquatics,Diving,"QIN, Kai",CHN,Men,synchronized diving 3m springboard,M,Gold,27200
2008.0,Beijing,Aquatics,Diving,"WANG, Feng",CHN,Men,synchronized diving 3m springboard,M,Gold,27201
2008.0,Beijing,Aquatics,Diving,"KUNAKOV, Yuriy",RUS,Men,synchronized diving 3m springboard,M,Silver,27202
2008.0,Beijing,Aquatics,Diving,"SAUTIN, Dmitry",RUS,Men,synchronized diving 3m springboard,M,Silver,27203
2008.0,Beijing,Aquatics,Diving,"FISCHER, Heike",GER,Women,synchronized diving 3m springboard,W,Bronze,27204
2008.0,Beijing,Aquatics,Diving,"KOTZIAN, Ditte",GER,Women,synchronized diving 3m springboard,W,Bronze,27205
2008.0,Beijing,Aquatics,Diving,"GUO, Jingjing",CHN,Women,synchronized diving 3m springboard,W,Gold,27206
2008.0,Beijing,Aquatics,Diving,"WU, Minxia",CHN,Women,synchronized diving 3m springboard,W,Gold,27207
2008.0,Beijing,Aquatics,Diving,"PAKHALINA, Julia",RUS,Women,synchronized diving 3m springboard,W,Silver,27208
2008.0,Beijing,Aquatics,Diving,"POZDNYAKOVA, Anastasia",RUS,Women,synchronized diving 3m springboard,W,Silver,27209
2008.0,Beijing,Aquatics,Swimming,"STOECKEL, Hayden",AUS,Men,100m backstroke,M,Bronze,27210
2008.0,Beijing,Aquatics,Swimming,"VYATCHANIN, Arkady",RUS,Men,100m backstroke,M,Bronze,27211
2008.0,Beijing,Aquatics,Swimming,"PEIRSOL, Aaron",USA,Men,100m backstroke,M,Gold,27212
2008.0,Beijing,Aquatics,Swimming,"GREVERS, Matt",USA,Men,100m backstroke,M,Silver,27213
2008.0,Beijing,Aquatics,Swimming,"HOELZER, Margaret",USA,Women,100m backstroke,W,Bronze,27214
2008.0,Beijing,Aquatics,Swimming,"COUGHLIN, Natalie",USA,Women,100m backstroke,W,Gold,27215
2008.0,Beijing,Aquatics,Swimming,"COVENTRY, Kirsty",ZIM,Women,100m backstroke,W,Silver,27216
2008.0,Beijing,Aquatics,Swimming,"DUBOSCQ, Hugues",FRA,Men,100m breaststroke,M,Bronze,27217
2008.0,Beijing,Aquatics,Swimming,"KITAJIMA, Kosuke",JPN,Men,100m breaststroke,M,Gold,27218
2008.0,Beijing,Aquatics,Swimming,"OEN, Alexander Dale",NOR,Men,100m breaststroke,M,Silver,27219
2008.0,Beijing,Aquatics,Swimming,"JUKIC, Mirna",AUT,Women,100m breaststroke,W,Bronze,27220
2008.0,Beijing,Aquatics,Swimming,"JONES, Leisel",AUS,Women,100m breaststroke,W,Gold,27221
2008.0,Beijing,Aquatics,Swimming,"SONI, Rebecca",USA,Women,100m breaststroke,W,Silver,27222
2008.0,Beijing,Aquatics,Swimming,"LAUTERSTEIN, Andrew",AUS,Men,100m butterfly,M,Bronze,27223
2008.0,Beijing,Aquatics,Swimming,"PHELPS, Michael",USA,Men,100m butterfly,M,Gold,27224
2008.0,Beijing,Aquatics,Swimming,"CAVIC, Milorad",SRB,Men,100m butterfly,M,Silver,27225
2008.0,Beijing,Aquatics,Swimming,"SCHIPPER, Jessicah",AUS,Women,100m butterfly,W,Bronze,27226
2008.0,Beijing,Aquatics,Swimming,"TRICKETT, Lisbeth",AUS,Women,100m butterfly,W,Gold,27227
2008.0,Beijing,Aquatics,Swimming,"MAGNUSON, Christine",USA,Women,100m butterfly,W,Silver,27228
2008.0,Beijing,Aquatics,Swimming,"CIELO FILHO, Cesar",BRA,Men,100m freestyle,M,Bronze,27229
2008.0,Beijing,Aquatics,Swimming,"LEZAK, Jason",USA,Men,100m freestyle,M,Bronze,27230
2008.0,Beijing,Aquatics,Swimming,"BERNARD, Alain",FRA,Men,100m freestyle,M,Gold,27231
2008.0,Beijing,Aquatics,Swimming,"SULLIVAN, Eamon",AUS,Men,100m freestyle,M,Silver,27232
2008.0,Beijing,Aquatics,Swimming,"COUGHLIN, Natalie",USA,Women,100m freestyle,W,Bronze,27233
2008.0,Beijing,Aquatics,Swimming,"STEFFEN, Britta",GER,Women,100m freestyle,W,Gold,27234
2008.0,Beijing,Aquatics,Swimming,"TRICKETT, Lisbeth",AUS,Women,100m freestyle,W,Silver,27235
2008.0,Beijing,Aquatics,Swimming,"COCHRANE, Ryan",CAN,Men,1500m freestyle,M,Bronze,27236
2008.0,Beijing,Aquatics,Swimming,"MELLOULI, Oussama",TUN,Men,1500m freestyle,M,Gold,27237
2008.0,Beijing,Aquatics,Swimming,"HACKETT, Grant",AUS,Men,1500m freestyle,M,Silver,27238
2008.0,Beijing,Aquatics,Swimming,"VYATCHANIN, Arkady",RUS,Men,200m backstroke,M,Bronze,27239
2008.0,Beijing,Aquatics,Swimming,"LOCHTE, Ryan",USA,Men,200m backstroke,M,Gold,27240
2008.0,Beijing,Aquatics,Swimming,"PEIRSOL, Aaron",USA,Men,200m backstroke,M,Silver,27241
2008.0,Beijing,Aquatics,Swimming,"NAKAMURA, Reiko",JPN,Women,200m backstroke,W,Bronze,27242
2008.0,Beijing,Aquatics,Swimming,"COVENTRY, Kirsty",ZIM,Women,200m backstroke,W,Gold,27243
2008.0,Beijing,Aquatics,Swimming,"HOELZER, Margaret",USA,Women,200m backstroke,W,Silver,27244
2008.0,Beijing,Aquatics,Swimming,"DUBOSCQ, Hugues",FRA,Men,200m breaststroke,M,Bronze,27245
2008.0,Beijing,Aquatics,Swimming,"KITAJIMA, Kosuke",JPN,Men,200m breaststroke,M,Gold,27246
2008.0,Beijing,Aquatics,Swimming,"RICKARD, Brenton",AUS,Men,200m breaststroke,M,Silver,27247
2008.0,Beijing,Aquatics,Swimming,"NORDENSTAM, Sara",NOR,Women,200m breaststroke,W,Bronze,27248
2008.0,Beijing,Aquatics,Swimming,"SONI, Rebecca",USA,Women,200m breaststroke,W,Gold,27249
2008.0,Beijing,Aquatics,Swimming,"JONES, Leisel",AUS,Women,200m breaststroke,W,Silver,27250
,Beijing,Aquatics,Swimming,"MATSUDA, Takeshi",JPN,Men,200m butterfly,M,Bronze,27251
2008.0,Beijing,Aquatics,Swimming,"PHELPS, Michael",USA,Men,200m butterfly,M,Gold,27252
2008.0,Beijing,Aquatics,Swimming,"CSEH, Laszlo",HUN,Men,200m butterfly,M,Silver,27253
2008.0,Beijing,Aquatics,Swimming,"SCHIPPER, Jessicah",AUS,Women,200m butterfly,W,Bronze,27254
2008.0,Beijing,Aquatics,Swimming,"LIU, Zige",CHN,Women,200m butterfly,W,Gold,27255
2008.0,Beijing,Aquatics,Swimming,"JIAO, Liuyang",CHN,Women,200m butterfly,W,Silver,27256
2008.0,Beijing,Aquatics,Swimming,"VANDERKAAY, Peter",USA,Men,200m freestyle,M,Bronze,27257
2008.0,Beijing,Aquatics,Swimming,"PHELPS, Michael",USA,Men,200m freestyle,M,Gold,27258
2008.0,Beijing,Aquatics,Swimming,"PARK, Taehwan",KOR,Men,200m freestyle,M,Silver,27259
2008.0,Beijing,Aquatics,Swimming,"PANG, Jiaying",CHN,Women,200m freestyle,W,Bronze,27260
2008.0,Beijing,Aquatics,Swimming,"PELLEGRINI, Federica",ITA,Women,200m freestyle,W,Gold,27261
2008.0,Beijing,Aquatics,Swimming,"ISAKOVIC, Sara",SLO,Women,200m freestyle,W,Silver,27262
2008.0,Beijing,Aquatics,Swimming,"LOCHTE, Ryan",USA,Men,200m individual medley,M,Bronze,27263
2008.0,Beijing,Aquatics,Swimming,"PHELPS, Michael",USA,Men,200m individual medley,M,Gold,27264
2008.0,Beijing,Aquatics,Swimming,"CSEH, Laszlo",HUN,Men,200m individual medley,M,Silver,27265
2008.0,Beijing,Aquatics,Swimming,"COUGHLIN, Natalie",USA,Women,200m individual medley,W,Bronze,27266
2008.0,Beijing,Aquatics,Swimming,"RICE, Stephanie",AUS,Women,200m individual medley,W,Gold,27267
2008.0,Beijing,Aquatics,Swimming,"COVENTRY, Kirsty",ZIM,Women,200m individual medley,W,Silver,27268
2008.0,Beijing,Aquatics,Swimming,"JENSEN, Larsen",USA,Men,400m freestyle,M,Bronze,27269
2008.0,Beijing,Aquatics,Swimming,"PARK, Taehwan",KOR,Men,400m freestyle,M,Gold,27270
2008.0,Beijing,Aquatics,Swimming,"ZHANG, Lin",CHN,Men,400m freestyle,M,Silver,27271
2008.0,Beijing,Aquatics,Swimming,"JACKSON, Joanne",GBR,Women,400m freestyle,W,Bronze,27272
2008.0,Beijing,Aquatics,Swimming,"ADLINGTON, Rebecca",GBR,Women,400m freestyle,W,Gold,27273
2008.0,Beijing,Aquatics,Swimming,"HOFF, Katie",USA,Women,400m freestyle,W,Silver,27274
2008.0,Beijing,Aquatics,Swimming,"LOCHTE, Ryan",USA,Men,400m individual medley,M,Bronze,27275
2008.0,Beijing,Aquatics,Swimming,"PHELPS, Michael",USA,Men,400m individual medley,M,Gold,27276
2008.0,Beijing,Aquatics,Swimming,"CSEH, Laszlo",HUN,Men,400m individual medley,M,Silver,27277
2008.0,Beijing,Aquatics,Swimming,"HOFF, Katie",USA,Women,400m individual medley,W,Bronze,27278
2008.0,Beijing,Aquatics,Swimming,"RICE, Stephanie",AUS,Women,400m individual medley,W,Gold,27279
2008.0,Beijing,Aquatics,Swimming,"COVENTRY, Kirsty",ZIM,Women,400m individual medley,W,Silver,27280
2008.0,Beijing,Aquatics,Swimming,"BRODIE, Leith",AUS,Men,4x100m freestyle relay,M,Bronze,27281
2008.0,Beijing,Aquatics,Swimming,"CALLUS, Ashley",AUS,Men,4x100m freestyle relay,M,Bronze,27282
2008.0,Beijing,Aquatics,Swimming,"LAUTERSTEIN, Andrew",AUS,Men,4x100m freestyle relay,M,Bronze,27283
2008.0,Beijing,Aquatics,Swimming,"MURPHY, Patrick",AUS,Men,4x100m freestyle relay,M,Bronze,27284
2008.0,Beijing,Aquatics,Swimming,"SULLIVAN, Eamon",AUS,Men,4x100m freestyle relay,M,Bronze,27285
2008.0,Beijing,Aquatics,Swimming,"TARGETT, Matt",AUS,Men,4x100m freestyle relay,M,Bronze,27286
2008.0,Beijing,Aquatics,Swimming,"ADRIAN, Nathan",USA,Men,4x100m freestyle relay,M,Gold,27287
2008.0,Beijing,Aquatics,Swimming,"GREVERS, Matt",USA,Men,4x100m freestyle relay,M,Gold,27288
2008.0,Beijing,Aquatics,Swimming,"JONES, Cullen",USA,Men,4x100m freestyle relay,M,Gold,27289
2008.0,Beijing,Aquatics,Swimming,"LEZAK, Jason",USA,Men,4x100m freestyle relay,M,Gold,27290
2008.0,Beijing,Aquatics,Swimming,"PHELPS, Michael",USA,Men,4x100m freestyle relay,M,Gold,27291
2008.0,Beijing,Aquatics,Swimming,"WEBER-GALE, Garrett",USA,Men,4x100m freestyle relay,M,Gold,27292
2008.0,Beijing,Aquatics,Swimming,"WILDMAN-TOBRINER, Ben",USA,Men,4x100m freestyle relay,M,Gold,27293
2008.0,Beijing,Aquatics,Swimming,"BERNARD, Alain",FRA,Men,4x100m freestyle relay,M,Silver,27294
2008.0,Beijing,Aquatics,Swimming,"BOUSQUET, Frederick",FRA,Men,4x100m freestyle relay,M,Silver,27295
2008.0,Beijing,Aquatics,Swimming,"GILOT, Fabien",FRA,Men,4x100m freestyle relay,M,Silver,27296
2008.0,Beijing,Aquatics,Swimming,"LEVEAUX, Amaury",FRA,Men,4x100m freestyle relay,M,Silver,27297
2008.0,Beijing,Aquatics,Swimming,"MALLET, Gregory",FRA,Men,4x100m freestyle relay,M,Silver,27298
2008.0,Beijing,Aquatics,Swimming,"STEIMETZ, Boris",FRA,Men,4x100m freestyle relay,M,Silver,27299
2008.0,Beijing,Aquatics,Swimming,"CAMPBELL, Cate",AUS,Women,4x100m freestyle relay,W,Bronze,27300
2008.0,Beijing,Aquatics,Swimming,"MILLS, Alice",AUS,Women,4x100m freestyle relay,W,Bronze,27301
2008.0,Beijing,Aquatics,Swimming,"REESE, Shayne",AUS,Women,4x100m freestyle relay,W,Bronze,27302
2008.0,Beijing,Aquatics,Swimming,"SCHLANGER, Melanie",AUS,Women,4x100m freestyle relay,W,Bronze,27303
2008.0,Beijing,Aquatics,Swimming,"TRICKETT, Lisbeth",AUS,Women,4x100m freestyle relay,W,Bronze,27304
2008.0,Beijing,Aquatics,Swimming,"DEKKER, Inge",NED,Women,4x100m freestyle relay,W,Gold,27305
2008.0,Beijing,Aquatics,Swimming,"HEEMSKERK, Femke",NED,Women,4x100m freestyle relay,W,Gold,27306
2008.0,Beijing,Aquatics,Swimming,"KROMOWIDJOJO, Ranomi",NED,Women,4x100m freestyle relay,W,Gold,27307
2008.0,Beijing,Aquatics,Swimming,"SCHREUDER, Hinkelien",NED,Women,4x100m freestyle relay,W,Gold,27308
2008.0,Beijing,Aquatics,Swimming,"VAN ROOIJEN, Manon",NED,Women,4x100m freestyle relay,W,Gold,27309
2008.0,Beijing,Aquatics,Swimming,"VELDHUIS, Marleen",NED,Women,4x100m freestyle relay,W,Gold,27310
2008.0,Beijing,Aquatics,Swimming,"COUGHLIN, Natalie",USA,Women,4x100m freestyle relay,W,Silver,27311
2008.0,Beijing,Aquatics,Swimming,"JOYCE, Kara Lynn",USA,Women,4x100m freestyle relay,W,Silver,27312
2008.0,Beijing,Aquatics,Swimming,"NYMEYER, Lacey",USA,Women,4x100m freestyle relay,W,Silver,27313
2008.0,Beijing,Aquatics,Swimming,"SILVER, Emily",USA,Women,4x100m freestyle relay,W,Silver,27314
2008.0,Beijing,Aquatics,Swimming,"SMIT, Julia",USA,Women,4x100m freestyle relay,W,Silver,27315
2008.0,Beijing,Aquatics,Swimming,"TORRES, Dara",USA,Women,4x100m freestyle relay,W,Silver,27316
2008.0,Beijing,Aquatics,Swimming,"FUJII, Takuro",JPN,Men,4x100m medley relay,M,Bronze,27317
2008.0,Beijing,Aquatics,Swimming,"KITAJIMA, Kosuke",JPN,Men,4x100m medley relay,M,Bronze,27318
2008.0,Beijing,Aquatics,Swimming,"MIYASHITA, Junichi",JPN,Men,4x100m medley relay,M,Bronze,27319
2008.0,Beijing,Aquatics,Swimming,"SATO, Hisayoshi",JPN,Men,4x100m medley relay,M,Bronze,27320
2008.0,Beijing,Aquatics,Swimming,"CROCKER, Ian",USA,Men,4x100m medley relay,M,Gold,27321
2008.0,Beijing,Aquatics,Swimming,"GANGLOFF, Mark",USA,Men,4x100m medley relay,M,Gold,27322
2008.0,Beijing,Aquatics,Swimming,"GREVERS, Matt",USA,Men,4x100m medley relay,M,Gold,27323
2008.0,Beijing,Aquatics,Swimming,"HANSEN, Brendan",USA,Men,4x100m medley relay,M,Gold,27324
2008.0,Beijing,Aquatics,Swimming,"LEZAK, Jason",USA,Men,4x100m medley relay,M,Gold,27325
2008.0,Beijing,Aquatics,Swimming,"PEIRSOL, Aaron",USA,Men,4x100m medley relay,M,Gold,27326
2008.0,Beijing,Aquatics,Swimming,"PHELPS, Michael",USA,Men,4x100m medley relay,M,Gold,27327
2008.0,Beijing,Aquatics,Swimming,"WEBER-GALE, Garrett",USA,Men,4x100m medley relay,M,Gold,27328
2008.0,Beijing,Aquatics,Swimming,"DELANEY, Ashley",AUS,Men,4x100m medley relay,M,Silver,27329
2008.0,Beijing,Aquatics,Swimming,"LAUTERSTEIN, Andrew",AUS,Men,4x100m medley relay,M,Silver,27330
2008.0,Beijing,Aquatics,Swimming,"PINE, Adam",AUS,Men,4x100m medley relay,M,Silver,27331
2008.0,Beijing,Aquatics,Swimming,"RICKARD, Brenton",AUS,Men,4x100m medley relay,M,Silver,27332
2008.0,Beijing,Aquatics,Swimming,"SPRENGER, Christian",AUS,Men,4x100m medley relay,M,Silver,27333
2008.0,Beijing,Aquatics,Swimming,"STOECKEL, Hayden",AUS,Men,4x100m medley relay,M,Silver,27334
2008.0,Beijing,Aquatics,Swimming,"SULLIVAN, Eamon",AUS,Men,4x100m medley relay,M,Silver,27335
2008.0,Beijing,Aquatics,Swimming,"TARGETT, Matt",AUS,Men,4x100m medley relay,M,Silver,27336
2008.0,Beijing,Aquatics,Swimming,"PANG, Jiaying",CHN,Women,4x100m medley relay,W,Bronze,27337
2008.0,Beijing,Aquatics,Swimming,"SUN, Ye",CHN,Women,4x100m medley relay,W,Bronze,27338
2008.0,Beijing,Aquatics,Swimming,"XU, Tianlongzi",CHN,Women,4x100m medley relay,W,Bronze,27339
2008.0,Beijing,Aquatics,Swimming,"ZHAO, Jing",CHN,Women,4x100m medley relay,W,Bronze,27340
2008.0,Beijing,Aquatics,Swimming,"ZHOU, Yafei",CHN,Women,4x100m medley relay,W,Bronze,27341
2008.0,Beijing,Aquatics,Swimming,"GALVEZ, Felicity",AUS,Women,4x100m medley relay,W,Gold,27342
2008.0,Beijing,Aquatics,Swimming,"JONES, Leisel",AUS,Women,4x100m medley relay,W,Gold,27343
2008.0,Beijing,Aquatics,Swimming,"REESE, Shayne",AUS,Women,4x100m medley relay,W,Gold,27344
2008.0,Beijing,Aquatics,Swimming,"SCHIPPER, Jessicah",AUS,Women,4x100m medley relay,W,Gold,27345
2008.0,Beijing,Aquatics,Swimming,"SEEBOHM, Emily",AUS,Women,4x100m medley relay,W,Gold,27346
2008.0,Beijing,Aquatics,Swimming,"TRICKETT, Lisbeth",AUS,Women,4x100m medley relay,W,Gold,27347
2008.0,Beijing,Aquatics,Swimming,"WHITE, Tarnee",AUS,Women,4x100m medley relay,W,Gold,27348
2008.0,Beijing,Aquatics,Swimming,"BREEDEN, Elaine",USA,Women,4x100m medley relay,W,Silver,27349
2008.0,Beijing,Aquatics,Swimming,"COUGHLIN, Natalie",USA,Women,4x100m medley relay,W,Silver,27350
2008.0,Beijing,Aquatics,Swimming,"HOELZER, Margaret",USA,Women,4x100m medley relay,W,Silver,27351
2008.0,Beijing,Aquatics,Swimming,"JENDRICK, Megan",USA,Women,4x100m medley relay,W,Silver,27352
2008.0,Beijing,Aquatics,Swimming,"JOYCE, Kara Lynn",USA,Women,4x100m medley relay,W,Silver,27353
2008.0,Beijing,Aquatics,Swimming,"MAGNUSON, Christine",USA,Women,4x100m medley relay,W,Silver,27354
2008.0,Beijing,Aquatics,Swimming,"SONI, Rebecca",USA,Women,4x100m medley relay,W,Silver,27355
2008.0,Beijing,Aquatics,Swimming,"TORRES, Dara",USA,Women,4x100m medley relay,W,Silver,27356
2008.0,Beijing,Aquatics,Swimming,"BRITS, Grant",AUS,Men,4x200m freestyle relay,M,Bronze,27357
2008.0,Beijing,Aquatics,Swimming,"BRODIE, Leith",AUS,Men,4x200m freestyle relay,M,Bronze,27358
2008.0,Beijing,Aquatics,Swimming,"FFROST, Nick",AUS,Men,4x200m freestyle relay,M,Bronze,27359
2008.0,Beijing,Aquatics,Swimming,"HACKETT, Grant",AUS,Men,4x200m freestyle relay,M,Bronze,27360
2008.0,Beijing,Aquatics,Swimming,"MURPHY, Patrick",AUS,Men,4x200m freestyle relay,M,Bronze,27361
2008.0,Beijing,Aquatics,Swimming,"PALMER, Kirk",AUS,Men,4x200m freestyle relay,M,Bronze,27362
2008.0,Beijing,Aquatics,Swimming,"BERENS, Ricky",USA,Men,4x200m freestyle relay,M,Gold,27363
2008.0,Beijing,Aquatics,Swimming,"KELLER, Klete",USA,Men,4x200m freestyle relay,M,Gold,27364
2008.0,Beijing,Aquatics,Swimming,"LOCHTE, Ryan",USA,Men,4x200m freestyle relay,M,Gold,27365
2008.0,Beijing,Aquatics,Swimming,"PHELPS, Michael",USA,Men,4x200m freestyle relay,M,Gold,27366
2008.0,Beijing,Aquatics,Swimming,"VANDERKAAY, Peter",USA,Men,4x200m freestyle relay,M,Gold,27367
